   0.0000000e+00   0.0000000e+00  -0.0000000e+00   0.0000000e+00
   0.0000000e+00   5.0000000e-01  -0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00  -0.0000000e+00   0.0000000e+00
   5.0000000e-01   0.0000000e+00  -0.0000000e+00   0.0000000e+00
   5.0000000e-01   5.0000000e-01   1.0066110e-09   9.4142653e-10
   5.0000000e-01   1.0000000e+00  -0.0000000e+00   0.0000000e+00
   1.0000000e+00   0.0000000e+00  -0.0000000e+00   0.0000000e+00
   1.0000000e+00   5.0000000e-01  -0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00  -0.0000000e+00   0.0000000e+00
   0.0000000e+00   2.5000000e-01  -0.0000000e+00   0.0000000e+00
   2.5000000e-01   0.0000000e+00  -0.0000000e+00   0.0000000e+00
   2.5000000e-01   2.5000000e-01  -1.6860125e+00   1.6919871e+00
   0.0000000e+00   7.5000000e-01   0.0000000e+00   0.0000000e+00
   2.5000000e-01   5.0000000e-01  -1.0562935e-03   3.0050885e+00
   2.5000000e-01   7.5000000e-01   1.6831484e+00   1.6838099e+00
   2.5000000e-01   1.0000000e+00  -0.0000000e+00   0.0000000e+00
   5.0000000e-01   2.5000000e-01  -3.0004054e+00   6.5062777e-03
   7.5000000e-01   0.0000000e+00  -0.0000000e+00  -0.0000000e+00
   7.5000000e-01   2.5000000e-01  -1.6831484e+00  -1.6838099e+00
   5.0000000e-01   7.5000000e-01   3.0004054e+00  -6.5062786e-03
   7.5000000e-01   5.0000000e-01   1.0562925e-03  -3.0050885e+00
   7.5000000e-01   7.5000000e-01   1.6860125e+00  -1.6919871e+00
   7.5000000e-01   1.0000000e+00  -0.0000000e+00  -0.0000000e+00
   1.0000000e+00   2.5000000e-01  -0.0000000e+00   0.0000000e+00
   1.0000000e+00   7.5000000e-01   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.2500000e-01  -0.0000000e+00   0.0000000e+00
   1.2500000e-01   0.0000000e+00  -0.0000000e+00   0.0000000e+00
   1.2500000e-01   1.2500000e-01  -4.9578837e-01   4.8768361e-01
   0.0000000e+00   3.7500000e-01  -0.0000000e+00   0.0000000e+00
   0.0000000e+00   6.2500000e-01   0.0000000e+00   0.0000000e+00
   1.2500000e-01   5.0000000e-01   1.5935159e-03   2.6336453e+00
   1.2500000e-01   6.2500000e-01   3.5517216e-01   2.3131097e+00
   0.0000000e+00   8.7500000e-01   0.0000000e+00   0.0000000e+00
   1.2500000e-01   1.0000000e+00  -0.0000000e+00   0.0000000e+00
   3.7500000e-01   0.0000000e+00  -0.0000000e+00   0.0000000e+00
   5.0000000e-01   1.2500000e-01  -2.6274805e+00   8.1016991e-03
   6.2500000e-01   0.0000000e+00  -0.0000000e+00  -0.0000000e+00
   6.2500000e-01   1.2500000e-01  -2.3071865e+00  -3.4655366e-01
   3.7500000e-01   3.7500000e-01  -1.6478439e+00   1.6524829e+00
