# unstructured grid for a domain
#
# no. of nodes cells and boundaries
13		8		1
# BC
0	8	8
# node coordinates
    0     0
    0.5      0
    1       0
    0      0.5
    0.5       0.5
    1       0.5
    0      1
    0.5       1
    1       1
    0.25     0.25
    0.75     0.25
    0.25    0.75
    0.75     0.75
# element connectivity
    1   2   10   4
    5   4   10  2
    2   3   11  5
    6   5   11  3
    4   5   12  7
    8   7   12  5
    5   6   13  8
    9   8   13  6
# bnodes
    1       2
    2       3
    3       6
    6       9
    9       8
    8       7
    7       4
    4       1


