# unstructured grid for a domain
#
# no. of nodes cells and boundaries
9		4		4
# BC
0      2    3
0      2    3
0      2    3
0      2    3
# node coordinates
    0     0
    0.5      0
    1       0
    0      0.5
    0.5       0.5
    1     0.5
    0      1
    0.5       1
    1       1
# element connectivity
    1   2   5   4
    2   3   6   5
    4   5   8   7
    5   6   9   8
# bnodes
    1       2
    2       3
    3       6
    6       9
    9       8
    8       7
    7       4
    4       1


