-0.083743 -0.662894
0.000000 -1.000000
0.047081 -0.748333
-0.083743 -0.662894

-0.404508 -0.293893
-0.506042 -0.321144
-0.364484 -0.342274
-0.404508 -0.293893

-0.484292 -0.124345
-0.570009 -0.185207
-0.464888 -0.184062
-0.484292 -0.124345

-0.464888 -0.184062
-0.506042 -0.321144
-0.438153 -0.240877
-0.464888 -0.184062

0.729829 0.445906
0.457388 0.487069
0.461801 0.382035
0.729829 0.445906

-0.570009 -0.185207
-0.750915 -0.353354
-0.506042 -0.321144
-0.570009 -0.185207

0.352285 0.484878
0.461801 0.382035
0.457388 0.487069
0.352285 0.484878

-0.570009 -0.185207
-0.484292 -0.124345
-0.496057 -0.062667
-0.570009 -0.185207

-0.598160 -0.037633
-0.496057 -0.062667
-0.500000 0.000000
-0.598160 -0.037633

-0.542301 0.255188
-0.484292 0.124345
-0.464888 0.184062
-0.542301 0.255188

-1.000000 0.000000
-0.784498 0.352640
-1.000000 0.500000
-1.000000 0.000000

-0.598160 -0.037633
-0.496057 0.062667
-0.656327 0.125201
-0.598160 -0.037633

0.496057 -0.062667
0.484292 -0.124345
0.570009 -0.185207
0.496057 -0.062667

-0.154508 -0.475528
-0.212890 -0.452414
-0.220633 -0.557255
-0.154508 -0.475528

-0.083743 -0.662894
-0.031395 -0.499013
-0.093691 -0.491144
-0.083743 -0.662894

-0.750915 -0.353354
-0.570009 -0.185207
-0.656327 -0.125201
-0.750915 -0.353354

-0.750915 -0.353354
-0.749813 0.000000
-1.000000 0.000000
-0.750915 -0.353354

-0.410278 -0.436902
-0.318712 -0.385257
-0.364484 -0.342274
-0.410278 -0.436902

0.461801 0.382035
0.364484 0.342274
0.404508 0.293893
0.461801 0.382035

-0.267913 -0.422164
-0.410278 -0.436902
-0.220633 -0.557255
-0.267913 -0.422164

-0.318712 -0.385257
-0.410278 -0.436902
-0.267913 -0.422164
-0.318712 -0.385257

-0.318712 0.385257
-0.287612 0.523165
-0.461801 0.382035
-0.318712 0.385257

0.154508 -0.475528
0.288735 -0.525208
0.212890 -0.452414
0.154508 -0.475528

-0.212890 -0.452414
-0.267913 -0.422164
-0.220633 -0.557255
-0.212890 -0.452414

0.324010 0.789315
0.148471 0.578255
0.401564 0.642986
0.324010 0.789315

0.000000 1.000000
-0.311145 0.776091
-0.083743 0.662894
0.000000 1.000000

-0.464888 0.184062
-0.438153 0.240877
-0.542301 0.255188
-0.464888 0.184062

-0.656327 0.125201
-0.496057 0.062667
-0.484292 0.124345
-0.656327 0.125201

-0.461801 0.382035
-0.542301 0.255188
-0.404508 0.293893
-0.461801 0.382035

-0.542301 0.255188
-0.438153 0.240877
-0.404508 0.293893
-0.542301 0.255188

-0.461801 0.382035
-0.404508 0.293893
-0.364484 0.342274
-0.461801 0.382035

-1.000000 1.000000
-1.000000 0.500000
-0.651682 0.680466
-1.000000 1.000000

0.047081 -0.748333
0.489240 -0.667486
0.288735 -0.525208
0.047081 -0.748333

-0.318712 0.385257
-0.461801 0.382035
-0.364484 0.342274
-0.318712 0.385257

-0.484292 0.124345
-0.542301 0.255188
-0.656327 0.125201
-0.484292 0.124345

-1.000000 0.000000
-1.000000 -0.500000
-0.750915 -0.353354
-1.000000 0.000000

-0.149050 0.580513
-0.083743 0.662894
-0.311145 0.776091
-0.149050 0.580513

0.500000 -1.000000
0.047081 -0.748333
0.000000 -1.000000
0.500000 -1.000000

-0.651682 0.680466
-0.784498 0.352640
-0.461801 0.382035
-0.651682 0.680466

-0.212890 0.452414
-0.287612 0.523165
-0.267913 0.422164
-0.212890 0.452414

0.000000 0.597011
-0.149050 0.580513
-0.093691 0.491144
0.000000 0.597011

-0.287612 0.523165
-0.651682 0.680466
-0.461801 0.382035
-0.287612 0.523165

0.031395 0.499013
0.148471 0.578255
0.000000 0.597011
0.031395 0.499013

-0.410278 -0.436902
-0.364484 -0.342274
-0.506042 -0.321144
-0.410278 -0.436902

-0.410278 -0.436902
-0.750915 -0.353354
-0.492132 -0.712557
-0.410278 -0.436902

0.148471 0.578255
0.031395 0.499013
0.093691 0.491144
0.148471 0.578255

1.000000 0.500000
0.750000 0.778984
0.729829 0.445906
1.000000 0.500000

-0.154508 0.475528
-0.287612 0.523165
-0.212890 0.452414
-0.154508 0.475528

0.154508 0.475528
0.148471 0.578255
0.093691 0.491144
